Case01 (Ts=310.079K Algorithm:GRAYBODY)
wavelength      Lsur     Ldown  emis_est
   9.10861  10.95537   5.52734   0.87014
   9.13233  10.88655   5.10277   0.86816
   9.15618  10.93136   5.45477   0.86617
   9.18016  10.93779   5.51867   0.86512
   9.20426  10.90255   5.29759   0.86406
   9.22848  10.89162   5.26645   0.86300
   9.25284  10.88019   5.22699   0.86193
   9.27732  10.90944   5.42218   0.86086
   9.30193  10.97898   5.85968   0.86386
   9.32668  10.97210   5.74447   0.86688
   9.35155  10.97184   5.64708   0.86992
   9.37656  11.06093   6.12562   0.87297
   9.40170  11.11225   6.32931   0.87604
   9.42698  11.13049   6.38707   0.87706
   9.45239  11.15296   6.54712   0.87809
   9.47794  11.16324   6.61682   0.87913
   9.50363  11.17811   6.70219   0.88017
   9.52946  11.15936   6.53645   0.88122
   9.55542  11.09004   5.99964   0.88311
   9.58153  11.06605   5.79691   0.88500
   9.60779  11.11318   6.11326   0.88691
   9.63418  11.13860   6.22061   0.88882
   9.66072  11.14304   6.12213   0.89075
   9.68741  11.18911   6.37613   0.89457
